rank,order_book_id,total_turnover,eng_symbol,abbrev_symbol,board_type,symbol,listed_date,de_listed_date,status,round_lot,a_share_id,exchange,type,trading_code,unique_id,stock_connect,trading_hours,selection_date,rank_window_start,rank_window_end,in_hkconnect_selection_20260506
311,06058.XHKG,35056465.0,CISI FIN,XZGJ,MainBoard,兴证国际,2019-01-03,0000-00-00,Active,2000.0,,XHKG,CS,06058,06058_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
312,01166.XHKG,34695529.0,SOLARTECH INT'L,XKKG,MainBoard,星凯控股,1996-12-12,0000-00-00,Active,10000.0,,XHKG,CS,01166,01166_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
313,00752.XHKG,34456616.0,PICO FAR EAST,PICOFAREAST,MainBoard,PICOFAREAST,1992-09-28,0000-00-00,Active,2000.0,,XHKG,CS,00752,00752_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
314,00887.XHKG,34428456.0,EMPEROR WATCH&J,YHZBZB,MainBoard,英皇钟表珠宝,2008-07-21,0000-00-00,Active,10000.0,,XHKG,CS,00887,00887_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
315,01280.XHKG,34352903.0,QIDIAN GUOFENG,QDGF,MainBoard,奇点国峰,2010-03-25,0000-00-00,Active,2000.0,,XHKG,CS,01280,01280_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
316,01520.XHKG,34344769.0,VIRTUAL MIND,TJKG,MainBoard,天机控股,2015-06-01,0000-00-00,Active,6000.0,,XHKG,CS,01520,01520_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
317,00301.XHKG,34287854.0,SANVO CHEMICALS,SHJH,MainBoard,三和精化,2020-01-16,0000-00-00,Active,2000.0,,XHKG,CS,00301,00301_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
318,01599.XHKG,34006430.0,UCD,CJSJ,MainBoard,城建设计,2014-07-08,0000-00-00,Active,1000.0,,XHKG,CS,01599,01599_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
319,01920.XHKG,33772444.0,CHINA WACAN,ZGWC,MainBoard,中国网成,2019-08-16,0000-00-00,Active,10000.0,,XHKG,CS,01920,01920_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
320,06136.XHKG,33485010.0,KANGDA ENV,KDHB,MainBoard,康达环保,2014-07-04,0000-00-00,Active,1000.0,,XHKG,CS,06136,06136_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
321,02209.XHKG,33363087.0,YESASIA HLDGS,ZLKG,MainBoard,喆丽控股,2021-07-09,0000-00-00,Active,1000.0,,XHKG,CS,02209,02209_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
322,01473.XHKG,33116100.0,PANGAEA CONNECT,HLLX,MainBoard,环联连讯,2021-02-19,0000-00-00,Active,4000.0,,XHKG,CS,01473,01473_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
323,02519.XHKG,33062916.0,AUGROUP,AJGF,MainBoard,傲基股份,2024-11-08,0000-00-00,Active,300.0,,XHKG,CS,02519,02519_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
324,82388.XHKG,32683200.0,BOC HONG KONG-R,ZYXGR,MainBoard,中银香港-R,2023-06-19,0000-00-00,Active,500.0,,XHKG,CS,82388,82388_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
325,02438.XHKG,32592028.0,MOBVOI,CMWW,MainBoard,出门问问,2024-04-24,0000-00-00,Active,1000.0,,XHKG,CS,02438,02438_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
326,06980.XHKG,32251066.0,BAMA TEA,BMCY,MainBoard,八马茶业,2025-10-28,0000-00-00,Active,100.0,,XHKG,CS,06980,06980_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
327,00776.XHKG,32108605.0,IMPERIUM TEC GP,DGKJJT,MainBoard,帝国科技集团,2008-09-10,0000-00-00,Active,500.0,,XHKG,CS,00776,00776_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
328,03848.XHKG,32009030.0,HAOSEN FINTECH,HSJRKJ,MainBoard,浩森金融科技,2017-07-21,0000-00-00,Active,1000.0,,XHKG,CS,03848,03848_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
329,81024.XHKG,31926136.0,KUAISHOU-WR,KSWR,MainBoard,快手-WR,2023-06-19,0000-00-00,Active,100.0,,XHKG,CS,81024,81024_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
330,00532.XHKG,31777548.0,WKK INTL (HOLD),WKKINTLHOLD,MainBoard,WKKINTL(HOLD),1989-07-10,0000-00-00,Active,2000.0,,XHKG,CS,00532,00532_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
331,09889.XHKG,30849833.0,DRCB,DGNSYH,MainBoard,东莞农商银行,2021-09-29,0000-00-00,Active,1000.0,,XHKG,CS,09889,09889_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
332,08196.XHKG,30655056.0,FUTIAN HOLDINGS,FTGF,GEM,福田股份,2015-12-09,0000-00-00,Active,8000.0,,XHKG,CS,08196,08196_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
333,01413.XHKG,30535947.0,FEG HOLDINGS,ZDKG,MainBoard,铸帝控股,2021-03-11,0000-00-00,Active,7000.0,,XHKG,CS,01413,01413_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
334,01358.XHKG,30451170.0,PW MEDTECH,PHHS,MainBoard,普华和顺,2013-11-08,0000-00-00,Active,1000.0,,XHKG,CS,01358,01358_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
335,02439.XHKG,30185260.0,CH TREASURES NM,ZBXC,MainBoard,中宝新材,2023-03-31,0000-00-00,Active,2000.0,,XHKG,CS,02439,02439_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
336,08029.XHKG,30038434.0,CI FIN TECH GP,ZTJRKJJT,GEM,中投金融科技集团,2000-12-14,0000-00-00,Active,5000.0,,XHKG,CS,08029,08029_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
337,03660.XHKG,29935222.0,QFIN-S,QFKJS,MainBoard,奇富科技-S,2022-11-29,0000-00-00,Active,50.0,,XHKG,CS,03660,03660_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
338,02306.XHKG,29617686.0,YH ENT,YHYL,MainBoard,乐华娱乐,2023-01-19,0000-00-00,Active,3000.0,,XHKG,CS,02306,02306_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
339,00050.XHKG,29583805.0,HK FERRY (HOLD),XGXLJT,MainBoard,香港小轮(集团),1921-01-01,0000-00-00,Active,1000.0,,XHKG,CS,00050,00050_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
340,00167.XHKG,29249297.0,IDT INT'L,IDTINTL,MainBoard,IDTINT'L,1988-10-21,0000-00-00,Active,18000.0,,XHKG,CS,00167,00167_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
341,03997.XHKG,29136370.0,TSO,DXSK,MainBoard,电讯首科,2018-03-27,0000-00-00,Active,2000.0,,XHKG,CS,03997,03997_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
342,01152.XHKG,29081008.0,MOMENTUM FIN,ZQJRKG,MainBoard,正乾金融控股,2011-10-28,0000-00-00,Active,2000.0,,XHKG,CS,01152,01152_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
343,00318.XHKG,28944140.0,VONGROUP,HHSY,MainBoard,黄河实业,2001-10-09,0000-00-00,Active,5000.0,,XHKG,CS,00318,00318_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
344,01328.XHKG,28735272.0,GOLDSTREAM INV,JYTZ,MainBoard,金涌投资,2009-05-25,0000-00-00,Active,1000.0,,XHKG,CS,01328,01328_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
345,00398.XHKG,28720299.0,ORIENTAL WATCH,DFBHJT,MainBoard,东方表行集团,1993-10-12,0000-00-00,Active,2000.0,,XHKG,CS,00398,00398_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
346,02139.XHKG,28656900.0,BANK OF GANSU,GSYH,MainBoard,甘肃银行,2018-01-18,0000-00-00,Active,1000.0,,XHKG,CS,02139,02139_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
347,08137.XHKG,28561860.0,HONBRIDGE,HQJT,GEM,洪桥集团,2002-01-08,0000-00-00,Active,2000.0,,XHKG,CS,08137,08137_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
348,06896.XHKG,28365579.0,GOLDEN THROAT,JSZ,MainBoard,金嗓子,2015-07-15,0000-00-00,Active,500.0,,XHKG,CS,06896,06896_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
349,02235.XHKG,28275829.0,MICROTECH MED-B,WTYLB,MainBoard,微泰医疗-B,2021-10-19,0000-00-00,Active,100.0,,XHKG,CS,02235,02235_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
350,02592.XHKG,28191065.0,CLOUDBREAK-B,BKSYB,MainBoard,拨康视云-B,2025-07-03,0000-00-00,Active,500.0,,XHKG,CS,02592,02592_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
351,06622.XHKG,28127272.0,ZHAOKE OPHTH-B,ZKYKB,MainBoard,兆科眼科-B,2021-04-29,0000-00-00,Active,500.0,,XHKG,CS,06622,06622_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
352,08305.XHKG,28024280.0,ST HLDGS,STKG,GEM,圣唐控股,2018-07-04,0000-00-00,Active,10000.0,,XHKG,CS,08305,08305_03.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
353,08603.XHKG,27907330.0,FAMEGLOW,LQKG,GEM,亮晴控股,2018-10-15,0000-00-00,Active,1000.0,,XHKG,CS,08603,08603_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
354,00433.XHKG,27505254.0,NORTH MINING,BFKY,MainBoard,北方矿业,1995-10-12,0000-00-00,Active,10000.0,,XHKG,CS,00433,00433_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
355,02422.XHKG,27500220.0,REGO INTERACT,RGHD,MainBoard,润歌互动,2022-10-17,0000-00-00,Active,4000.0,,XHKG,CS,02422,02422_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
356,01410.XHKG,27421600.0,EDVANCE INTL,ALGJ,MainBoard,安领国际,2019-12-24,0000-00-00,Active,10000.0,,XHKG,CS,01410,01410_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
357,00611.XHKG,27394070.0,CNE TECH CORP,ZGHNKJ,MainBoard,中国核能科技,1993-02-12,0000-00-00,Active,2000.0,,XHKG,CS,00611,00611_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
358,00807.XHKG,27281420.0,SIICENVIRONMENT,SHSYHJ,MainBoard,上海实业环境,2018-03-23,0000-00-00,Active,1000.0,,XHKG,CS,00807,00807_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
359,06908.XHKG,26840635.0,HG SEMI,HGBDT,MainBoard,宏光半导体,2019-11-13,0000-00-00,Active,5000.0,,XHKG,CS,06908,06908_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
360,02385.XHKG,26680212.0,READBOY,DSL,MainBoard,读书郎,2022-07-12,0000-00-00,Active,400.0,,XHKG,CS,02385,02385_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
361,01180.XHKG,26435432.0,PARADISE ENT,HCKG,MainBoard,汇彩控股,1997-01-20,0000-00-00,Active,4000.0,,XHKG,CS,01180,01180_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
362,00334.XHKG,26407156.0,CH DISPLAY OPT,HXGD,MainBoard,华显光电,1997-06-18,0000-00-00,Active,8000.0,,XHKG,CS,00334,00334_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
363,01184.XHKG,26385046.0,S.A.S. DRAGON,SASDRAGON,MainBoard,S.A.S.DRAGON,1994-10-17,0000-00-00,Active,2000.0,,XHKG,CS,01184,01184_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
364,00373.XHKG,26076911.0,ALLIED GROUP,LHJT,MainBoard,联合集团,1973-01-12,0000-00-00,Active,2000.0,,XHKG,CS,00373,00373_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
365,02720.XHKG,25833282.0,RIDGE OUTDOOR,LXHW,MainBoard,乐欣户外,2026-02-10,0000-00-00,Active,500.0,,XHKG,CS,02720,02720_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
366,08187.XHKG,25782235.0,JIMU GROUP,JMJT,GEM,积木集团,2016-05-30,0000-00-00,Active,5000.0,,XHKG,CS,08187,08187_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
367,02100.XHKG,25704730.0,BAIOO,BAJTHD,MainBoard,百奥家庭互动,2014-04-10,0000-00-00,Active,2000.0,,XHKG,CS,02100,02100_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
368,08220.XHKG,25622340.0,BINGO GROUP,BGJT,GEM,比高集团,2002-11-12,0000-00-00,Active,1000.0,,XHKG,CS,08220,08220_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
369,01906.XHKG,25459750.0,BONNY HLDG,BNKG,MainBoard,博尼控股,2019-04-26,0000-00-00,Active,10000.0,,XHKG,CS,01906,01906_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
370,01751.XHKG,25252910.0,AI ENERGY ENG,ZSNJ,MainBoard,智算能建,2018-06-12,0000-00-00,Active,10000.0,,XHKG,CS,01751,01751_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
371,08239.XHKG,25036661.0,CAPITAL FIN,SDJRKG,GEM,首都金融控股,2002-11-15,0000-00-00,Active,10000.0,,XHKG,CS,08239,08239_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
372,00987.XHKG,25035975.0,CH RENEW EN INV,ZGZSNYTZ,MainBoard,中国再生能源投资,1994-01-27,0000-00-00,Active,2000.0,,XHKG,CS,00987,00987_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
373,01932.XHKG,24904210.0,CPM GROUP,ZQJT,MainBoard,中漆集团,2017-07-10,0000-00-00,Active,4000.0,,XHKG,CS,01932,01932_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
374,00875.XHKG,24880505.0,CONGYU INTE AGR,CYZN,MainBoard,从玉智农,1998-07-03,0000-00-00,Active,2000.0,,XHKG,CS,00875,00875_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
375,00653.XHKG,24765944.0,BONJOUR HOLD,ZYKG,MainBoard,卓悦控股,2003-07-16,0000-00-00,Active,12000.0,,XHKG,CS,00653,00653_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
376,00254.XHKG,24169458.0,NUR HOLDINGS,GJLHZY,MainBoard,国家联合资源,1972-11-16,0000-00-00,Active,20000.0,,XHKG,CS,00254,00254_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
377,01679.XHKG,24078824.0,RISECOMM GP,RSKJT,MainBoard,瑞斯康集团,2017-06-09,0000-00-00,Active,5000.0,,XHKG,CS,01679,01679_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
378,01483.XHKG,24071160.0,NET-A-GO TECH,WYKJ,MainBoard,网誉科技,2015-08-31,0000-00-00,Active,2000.0,,XHKG,CS,01483,01483_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
379,01061.XHKG,23645465.0,ESSEX BIO-TECH,YSSWKJ,MainBoard,亿胜生物科技,2011-06-23,0000-00-00,Active,1000.0,,XHKG,CS,01061,01061_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
380,01489.XHKG,23556600.0,GC CONSTRUCTION,GCCONSTRUCTION,MainBoard,GCCONSTRUCTION,2022-10-10,0000-00-00,Active,5000.0,,XHKG,CS,01489,01489_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
381,89618.XHKG,23271905.0,JD-SWR,JDJTSWR,MainBoard,京东集团-SWR,2023-06-19,0000-00-00,Active,50.0,,XHKG,CS,89618,89618_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
382,01899.XHKG,23118310.0,XINGDA INT'L,XDGJ,MainBoard,兴达国际,2006-12-21,0000-00-00,Active,1000.0,,XHKG,CS,01899,01899_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
383,08162.XHKG,23014600.0,LOCO HK,GYKG,GEM,港银控股,2014-08-05,0000-00-00,Active,10000.0,,XHKG,CS,08162,08162_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
384,08350.XHKG,22908889.0,WELL LINK SEC,LQZQKG,GEM,立桥证券控股,2018-01-12,0000-00-00,Active,8000.0,,XHKG,CS,08350,08350_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
385,00029.XHKG,22707625.0,DYNAMIC HOLD,DLJT,MainBoard,达力集团,1980-01-04,0000-00-00,Active,2000.0,,XHKG,CS,00029,00029_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
386,01682.XHKG,22488956.0,HP LIVING TECH,HPSHKJ,MainBoard,杭品生活科技,2010-10-05,0000-00-00,Active,4000.0,,XHKG,CS,01682,01682_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
387,00882.XHKG,22416400.0,TIANJIN DEV,TJFZ,MainBoard,天津发展,1997-12-10,0000-00-00,Active,2000.0,,XHKG,CS,00882,00882_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
388,00746.XHKG,22379840.0,L & M CHEMICAL,LWHG,MainBoard,理文化工,2002-01-16,0000-00-00,Active,2000.0,,XHKG,CS,00746,00746_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
389,01870.XHKG,22010170.0,ACME INTL HLDGS,YMGJKG,MainBoard,益美国际控股,2019-11-08,0000-00-00,Active,2500.0,,XHKG,CS,01870,01870_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
390,06805.XHKG,21977340.0,KIMOU ENVIRON,JMYHB,MainBoard,金茂源环保,2019-07-16,0000-00-00,Active,2000.0,,XHKG,CS,06805,06805_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
391,00567.XHKG,21764634.0,DAISHOMICROLINE,DCWXJT,MainBoard,大昌微线集团,1990-01-31,0000-00-00,Active,20000.0,,XHKG,CS,00567,00567_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
392,01703.XHKG,21564173.0,EASYHOLD GROUP,YHGFX,MainBoard,谊和股份(新),2019-02-15,0000-00-00,Active,5000.0,,XHKG,CS,01703,01703_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
393,01147.XHKG,21502775.0,EDENSOFT,YDRJ,MainBoard,伊登软件,2020-05-13,0000-00-00,Active,10000.0,,XHKG,CS,01147,01147_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
394,00536.XHKG,21314861.0,TRADELINK,MYT,MainBoard,贸易通,2005-10-28,0000-00-00,Active,2000.0,,XHKG,CS,00536,00536_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
395,01986.XHKG,21273474.0,TSAKER NE,CKXNY,MainBoard,彩客新能源,2015-07-03,0000-00-00,Active,500.0,,XHKG,CS,01986,01986_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
396,00382.XHKG,21240874.0,EDVANTAGE GROUP,ZHJT,MainBoard,中汇集团,2019-07-16,0000-00-00,Active,2000.0,,XHKG,CS,00382,00382_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
397,08007.XHKG,21124195.0,GLOBALSTRAT,HQZLJT,GEM,环球战略集团,2000-04-17,0000-00-00,Active,10000.0,,XHKG,CS,08007,08007_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
398,01380.XHKG,20951473.0,CHI KINGSTONE,ZGJS,MainBoard,中国金石,2011-03-18,0000-00-00,Active,10000.0,,XHKG,CS,01380,01380_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
399,03991.XHKG,20780317.0,CHANGHONG JH,CHJH,MainBoard,长虹佳华,2020-03-18,0000-00-00,Active,2000.0,,XHKG,CS,03991,03991_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
400,00655.XHKG,20770325.0,HK CHINESE LTD,XGHRYXGS,MainBoard,香港华人有限公司,1992-10-12,0000-00-00,Active,2000.0,,XHKG,CS,00655,00655_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
401,01723.XHKG,20756287.0,MOON INC,HYKG,MainBoard,恒月控股,2018-09-27,0000-00-00,Active,2000.0,,XHKG,CS,01723,01723_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
402,00305.XHKG,20548622.0,WULING MOTORS,WLQC,MainBoard,五菱汽车,1992-11-23,0000-00-00,Active,10000.0,,XHKG,CS,00305,00305_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
403,02540.XHKG,20348426.0,LESI GROUP,LSJT,MainBoard,乐思集团,2024-03-08,0000-00-00,Active,2500.0,,XHKG,CS,02540,02540_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
404,02265.XHKG,20282000.0,HC ENV TECH,HCHBKJ,MainBoard,鸿承环保科技,2021-11-12,0000-00-00,Active,5000.0,,XHKG,CS,02265,02265_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
405,08450.XHKG,20280669.0,EDICO HOLDINGS,JJKG,GEM,钜京控股,2018-02-02,0000-00-00,Active,10000.0,,XHKG,CS,08450,08450_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
406,00833.XHKG,20095365.0,ALLTRONICS,HX,MainBoard,华讯,2005-07-15,0000-00-00,Active,4000.0,,XHKG,CS,00833,00833_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
407,01894.XHKG,19965712.0,HANG YICK HLDGS,HYKG,MainBoard,恒益控股,2018-10-12,0000-00-00,Active,5000.0,,XHKG,CS,01894,01894_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
408,01733.XHKG,19832209.0,E-COMMODITIES,YDZ,MainBoard,易大宗,2010-10-11,0000-00-00,Active,2000.0,,XHKG,CS,01733,01733_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
409,02559.XHKG,19813559.0,DIDA INC,DDCX,MainBoard,嘀嗒出行,2024-06-28,0000-00-00,Active,500.0,,XHKG,CS,02559,02559_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
410,08527.XHKG,19665600.0,JLOGO HLDGS,JLBKG,GEM,聚利宝控股,2018-05-09,0000-00-00,Active,5000.0,,XHKG,CS,08527,08527_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
411,02161.XHKG,19541045.0,JBM HEALTHCARE,JBMM,MainBoard,健倍苗苗,2021-02-05,0000-00-00,Active,2000.0,,XHKG,CS,02161,02161_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
412,00556.XHKG,19305485.0,PAN ASIA ENVIRO,FYHB,MainBoard,泛亚环保,2007-12-21,0000-00-00,Active,2000.0,,XHKG,CS,00556,00556_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
413,00164.XHKG,19049474.0,CHINA BAOLI TEC,ZGBLKJ,MainBoard,中国宝力科技,1973-01-26,0000-00-00,Active,5000.0,,XHKG,CS,00164,00164_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
414,06811.XHKG,19046650.0,TAI HING GROUP,TXJT,MainBoard,太兴集团,2019-06-13,0000-00-00,Active,1000.0,,XHKG,CS,06811,06811_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
415,01168.XHKG,18855420.0,Z FIN,ZFIN,MainBoard,ZFIN,1998-06-08,0000-00-00,Active,1000.0,,XHKG,CS,01168,01168_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
416,01037.XHKG,18474660.0,MAXNERVA TECH,YZHKJ,MainBoard,云智汇科技,1994-04-14,0000-00-00,Active,2000.0,,XHKG,CS,01037,01037_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
417,01025.XHKG,17989542.0,KNT HOLDINGS,JYKG,MainBoard,嘉艺控股,2019-02-28,0000-00-00,Active,8000.0,,XHKG,CS,01025,01025_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
418,02549.XHKG,17912900.0,CAROTE LTD,KLT,MainBoard,卡罗特,2024-10-02,0000-00-00,Active,500.0,,XHKG,CS,02549,02549_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
419,01931.XHKG,17907540.0,ETHK LABS INC.,HJYL,MainBoard,华检医疗,2019-07-12,0000-00-00,Active,1000.0,,XHKG,CS,01931,01931_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
420,02503.XHKG,17836914.0,ZHONGSHENJIANYE,ZSJY,MainBoard,中深建业,2024-01-09,0000-00-00,Active,4000.0,,XHKG,CS,02503,02503_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
421,03718.XHKG,17688320.0,BJ ENT URBAN,BKCSZY,MainBoard,北控城市资源,2020-01-15,0000-00-00,Active,4000.0,,XHKG,CS,03718,03718_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
422,01201.XHKG,17664366.0,TESSON HOLDINGS,TCKG,MainBoard,天臣控股,1998-06-23,0000-00-00,Active,3000.0,,XHKG,CS,01201,01201_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
